 10.2.2.0 - 10.2.2.255 ( United Kingdom, London )
 10.169.56.0 - 10.169.56.255 ( Canada, Quebec, Montreal )
 10.169.57.0 - 10.169.57.255 ( Canada, Quebec, Montreal )
 10.169.60.0 - 10.169.60.255 ( Canada, Quebec, Montreal )
 10.169.61.0 - 10.169.61.255 ( Canada, Quebec, Montreal )
 10.169.62.0 - 10.169.62.255 ( Canada, Quebec, Montreal )
 10.169.64.0 - 10.169.64.255 ( Canada, Quebec, Montreal )
 10.169.65.0 - 10.169.65.255 ( Canada, Quebec, Montreal )
 10.169.66.0 - 10.169.66.255 ( Canada, Quebec, Montreal )
 10.169.67.0 - 10.169.67.255 ( Canada, Quebec, Montreal )
 10.169.68.0 - 10.169.68.255 ( Canada, Quebec, Montreal )
 10.169.69.0 - 10.169.69.255 ( Canada, Quebec, Montreal )
 10.169.70.0 - 10.169.70.255 ( Canada, Quebec, Montreal )
 10.169.71.0 - 10.169.71.255 ( Canada, Quebec, Montreal )
 10.169.76.0 - 10.169.76.255 ( Canada, Quebec, Montreal )
 10.169.77.0 - 10.169.77.255 ( Canada, Quebec, Montreal )
 10.169.78.0 - 10.169.78.255 ( Canada, Quebec, Montreal )
 10.169.79.0 - 10.169.79.255 ( Canada, Quebec, Montreal )
 10.169.80.0 - 10.169.80.255 ( Canada, Quebec, Montreal )
 10.169.81.0 - 10.169.81.255 ( Canada, Quebec, Montreal )
 10.169.82.0 - 10.169.82.255 ( Canada, Quebec, Montreal )
 10.169.83.0 - 10.169.83.255 ( Canada, Quebec, Montreal )
 10.169.186.0 - 10.169.186.255 ( Canada, Quebec, Westmount )
 10.169.187.0 - 10.169.187.255 ( Canada, Quebec, Westmount )
 10.169.188.0 - 10.169.188.255 ( Canada, Quebec, Westmount )
 10.169.189.0 - 10.169.189.255 ( Canada, Quebec, Westmount )
 10.169.192.0 - 10.169.192.255 ( Canada, Quebec, Westmount )
 10.169.193.0 - 10.169.193.255 ( Canada, Quebec, Westmount )
 10.169.194.0 - 10.169.194.255 ( Canada, Quebec, Westmount )
 10.169.195.0 - 10.169.195.255 ( Canada, Quebec, Westmount )
 10.169.196.0 - 10.169.196.255 ( Canada, Quebec, Westmount )
 10.169.197.0 - 10.169.197.255 ( Canada, Quebec, Montreal )
 10.170.83.0 - 10.170.83.255 ( Canada, British Columbia, Vancouver )
 10.173.20.0 - 10.173.20.255 ( Canada, Ontario, Burlington )
 10.175.3.0 - 10.175.3.255 ( Canada, Alberta, Fairview )
 10.179.0.0 - 10.179.0.255 ( Canada, New Brunswick, Saint John )
 10.179.1.0 - 10.179.1.255 ( Canada, Ontario, Kanata )
 10.179.2.0 - 10.179.2.255 ( Canada, Ontario, Kanata )
 10.179.3.0 - 10.179.3.255 ( Canada, Quebec, Cowansville )
 10.179.4.0 - 10.179.4.255 ( Canada, Newfoundland, St John's )
 10.179.5.0 - 10.179.5.255 ( Canada, Quebec, Trois-Rivieres )
 10.179.6.0 - 10.179.6.255 ( Canada, Quebec, Trois-Rivieres )
 10.179.7.0 - 10.179.7.255 ( Canada, Ontario, Ottawa )
 10.179.8.0 - 10.179.8.255 ( Canada, Nunavut, Iqaluit )
 10.179.9.0 - 10.179.9.255 ( Canada, Nova Scotia, Port Hawkesbury )
 10.179.10.0 - 10.179.10.255 ( Canada, Nova Scotia, Glace Bay )
 10.179.11.0 - 10.179.11.255 ( Canada, Ontario, Prescott )
 10.179.12.0 - 10.179.12.255 ( Canada, Ontario, Ottawa )
 10.179.13.0 - 10.179.13.255 ( Canada, Ontario, Petawawa )
 10.179.14.0 - 10.179.14.255 ( Canada, Nova Scotia, Porter's Lake )
 10.179.15.0 - 10.179.15.255 ( Canada, Ontario, Stittsville )
 10.179.35.0 - 10.179.35.255 ( Canada, New Brunswick, Saint John )
 10.179.37.0 - 10.179.37.255 ( Canada, Ontario, Ottawa )
 10.179.38.0 - 10.179.38.255 ( Canada, Ontario, Ottawa )
 10.179.39.0 - 10.179.39.255 ( Canada, Newfoundland, St John's )
 10.179.41.0 - 10.179.41.255 ( Canada, Nova Scotia, Lower Sackville )
 10.179.42.0 - 10.179.42.255 ( Canada, New Brunswick, Dieppe )
 10.179.44.0 - 10.179.44.255 ( Canada, Quebec, Wendake )
 10.179.45.0 - 10.179.45.255 ( Canada, Quebec, Gatineau )
 10.179.46.0 - 10.179.46.255 ( Canada, New Brunswick, Saint John )
 10.183.0.0 - 10.183.0.255 ( Canada, Nova Scotia, Parrsboro )
 10.183.1.0 - 10.183.1.255 ( Canada, Quebec, La Sarre )
 10.183.2.0 - 10.183.2.255 ( Canada, New Brunswick, Bouctouche )
 10.183.3.0 - 10.183.3.255 ( Canada, Newfoundland, Placentia )
 10.183.4.0 - 10.183.4.255 ( Canada, New Brunswick, Miramichi )
 10.183.5.0 - 10.183.5.255 ( Canada, Newfoundland, Stephenville )
 10.183.6.0 - 10.183.6.255 ( Canada, New Brunswick, Grand Falls )
 10.183.7.0 - 10.183.7.255 ( Canada, Quebec, Chandler )
 10.183.8.0 - 10.183.8.255 ( Canada, Quebec, Roberval )
 10.183.9.0 - 10.183.9.255 ( Canada, Quebec, Dolbeau-Mistassini )
 10.183.10.0 - 10.183.10.255 ( Canada, Nova Scotia, Weymouth )
 10.183.11.0 - 10.183.11.255 ( Canada, Newfoundland, Hearts Content )
 10.183.12.0 - 10.183.12.255 ( Canada, Nova Scotia, Baddeck )
 10.183.13.0 - 10.183.13.255 ( Canada, Quebec, Shawville )
 10.183.14.0 - 10.183.14.255 ( Canada, Nova Scotia, Inverness )
 10.183.15.0 - 10.183.15.255 ( Canada, Nova Scotia, Liverpool )
 10.183.16.0 - 10.183.16.255 ( Canada, Nova Scotia, Louisbourg )
 10.183.17.0 - 10.183.17.255 ( Canada, Nova Scotia, Barrington Passage )
 10.183.18.0 - 10.183.18.255 ( Canada, Nova Scotia, Sherbrooke )
 10.183.19.0 - 10.183.19.255 ( Canada, Nova Scotia, Bridgetown )
 10.183.20.0 - 10.183.20.255 ( Canada, New Brunswick, Quispamsis )
 10.183.35.0 - 10.183.35.255 ( Canada, Quebec, Rouyn-Noranda )
 10.183.36.0 - 10.183.36.255 ( Canada, Quebec, Sept-Iles )
 10.183.37.0 - 10.183.37.255 ( Canada, Nova Scotia, Pictou )
 10.183.38.0 - 10.183.38.255 ( Canada, Newfoundland, Happy Valley-Goose Bay )
 10.183.39.0 - 10.183.39.255 ( Canada, Nova Scotia, Elmsdale )
 10.183.40.0 - 10.183.40.255 ( Canada, Nova Scotia, Yarmouth )
 10.183.41.0 - 10.183.41.255 ( Canada, Nova Scotia, Sydney )
 10.183.251.0 - 10.183.251.255 ( United States, Virginia, Richmond )
 10.184.40.0 - 10.184.40.255 ( United States, New York, New York )
 10.184.252.0 - 10.184.252.255 ( United States, California, San Francisco )
 10.187.0.0 - 10.187.0.255 ( Canada, Quebec, Montreal )
 10.187.1.0 - 10.187.1.255 ( Canada, Quebec, St-Leonard )
 10.187.2.0 - 10.187.2.255 ( Canada, Prince Edward Island, Charlottetown )
 10.187.3.0 - 10.187.3.255 ( Canada, Quebec, Lachine )
 10.187.4.0 - 10.187.4.255 ( Canada, New Brunswick, Riverview )
 10.187.5.0 - 10.187.5.255 ( Canada, Quebec, Longueuil )
 10.187.6.0 - 10.187.6.255 ( Canada, Quebec, Anjou )
 10.187.7.0 - 10.187.7.255 ( Canada, Quebec, Laval )
 10.187.8.0 - 10.187.8.255 ( Canada, Quebec, Gatineau )
 10.187.35.0 - 10.187.35.255 ( Canada, Quebec, Montreal )
 10.187.36.0 - 10.187.36.255 ( Canada, Quebec, Pointe-Aux-Trembles )
 10.187.37.0 - 10.187.37.255 ( Canada, Quebec, Gatineau )
 10.187.38.0 - 10.187.38.255 ( Canada, Quebec, Quebec )
 10.187.39.0 - 10.187.39.255 ( Canada, Quebec, St-Georges de Beauce )
 10.187.40.0 - 10.187.40.255 ( Canada, Quebec, Westmount )
 10.187.41.0 - 10.187.41.255 ( Canada, Quebec, Montreal )
 10.187.43.0 - 10.187.43.255 ( Canada, Quebec, Longueuil )
 10.187.44.0 - 10.187.44.255 ( Canada, Ontario, Nepean )
 10.187.45.0 - 10.187.45.255 ( Canada, Quebec, Repentigny )
 10.187.46.0 - 10.187.46.255 ( Canada, Quebec, Montreal )
 10.187.47.0 - 10.187.47.255 ( Canada, Quebec, Montreal )
 10.187.48.0 - 10.187.48.255 ( Canada, Ontario, Orleans )
 10.187.51.0 - 10.187.51.255 ( Canada, Ontario, Ottawa )
 10.187.52.0 - 10.187.52.255 ( Canada, Ontario, Ottawa )
 10.187.53.0 - 10.187.53.255 ( Canada, Nova Scotia, Halifax )
 10.187.54.0 - 10.187.54.255 ( Canada, Ontario, Ottawa )
 10.187.55.0 - 10.187.55.255 ( Canada, Ontario, Ottawa )
 10.187.56.0 - 10.187.56.255 ( Canada, Ontario, Ottawa )
 10.191.0.0 - 10.191.0.255 ( Canada, Nova Scotia, Shubenacadie )
 10.191.1.0 - 10.191.1.255 ( Canada, New Brunswick, Miramichi )
 10.191.2.0 - 10.191.2.255 ( Canada, Quebec, Mont-Tremblant )
 10.191.3.0 - 10.191.3.255 ( Canada, Nova Scotia, Berwick )
 10.191.4.0 - 10.191.4.255 ( Canada, Nova Scotia, Digby )
 10.191.5.0 - 10.191.5.255 ( Canada, Nova Scotia, Middleton )
 10.191.6.0 - 10.191.6.255 ( Canada, Ontario, Renfrew )
 10.191.7.0 - 10.191.7.255 ( Canada, Ontario, Alexandria )
 10.191.8.0 - 10.191.8.255 ( Canada, Ontario, Hawkesbury )
 10.191.9.0 - 10.191.9.255 ( Canada, Nova Scotia, Lockeport )
 10.191.10.0 - 10.191.10.255 ( Canada, Ontario, Orleans )
 10.191.11.0 - 10.191.11.255 ( Canada, Nova Scotia, Annapolis Royal )
 10.191.12.0 - 10.191.12.255 ( Canada, Ontario, Embrun )
 10.191.13.0 - 10.191.13.255 ( Canada, Ontario, Metcalfe )
 10.191.14.0 - 10.191.14.255 ( Canada, Ontario, Rockland )
 10.191.15.0 - 10.191.15.255 ( Canada, Ontario, North Gower )
 10.191.16.0 - 10.191.16.255 ( Canada, Nova Scotia, Wolfville )
 10.191.35.0 - 10.191.35.255 ( Canada, Quebec, Cote St.Luc )
 10.191.36.0 - 10.191.36.255 ( Canada, Quebec, Val-d'Or )
 10.191.37.0 - 10.191.37.255 ( Canada, Quebec, Hull )
 10.191.38.0 - 10.191.38.255 ( Canada, Newfoundland, St John's )
 10.191.39.0 - 10.191.39.255 ( Canada, Quebec, Laval )
 10.191.40.0 - 10.191.40.255 ( Canada, Quebec, St-Constant )
 10.191.41.0 - 10.191.41.255 ( Canada, Quebec, Montreal )
 10.191.43.0 - 10.191.43.255 ( Canada, Ontario, Carleton Place )
 10.191.44.0 - 10.191.44.255 ( Canada, Ontario, Trenton )
 10.191.45.0 - 10.191.45.255 ( Canada, Ontario, Smiths Falls )
 10.191.48.0 - 10.191.48.255 ( Canada, Ontario, Arnprior )
 10.191.50.0 - 10.191.50.255 ( Canada, Ontario, Pembroke )
 10.191.51.0 - 10.191.51.255 ( Canada, Nova Scotia, Dartmouth )
 10.191.52.0 - 10.191.52.255 ( Canada, Nova Scotia, Halifax )
 10.191.53.0 - 10.191.53.255 ( Canada, Nova Scotia, Dartmouth )
 10.191.55.0 - 10.191.55.255 ( Canada, Quebec, St-Bruno )
 10.191.56.0 - 10.191.56.255 ( Canada, Quebec, Candiac )
 10.191.57.0 - 10.191.57.255 ( Canada, Quebec, Laval )
 10.191.58.0 - 10.191.58.255 ( Canada, Quebec, Verdun )
 10.191.59.0 - 10.191.59.255 ( Canada, Quebec, St-Laurent )
 10.191.61.0 - 10.191.61.255 ( Canada, Ontario, Nepean )
 10.191.115.0 - 10.191.115.255 ( Canada, Nova Scotia, Dartmouth )
 10.193.4.0 - 10.193.4.255 ( Canada, Quebec, Westmount )
 10.193.8.0 - 10.193.8.255 ( Canada, Ontario, Brockville )
 10.193.16.0 - 10.193.16.255 ( Canada, Quebec, Sherbrooke )
 10.193.28.0 - 10.193.28.255 ( Canada, Quebec, Granby )
 10.193.48.0 - 10.193.48.255 ( Canada, Prince Edward Island, Charlottetown )
 10.193.52.0 - 10.193.52.255 ( Canada, Quebec, Montreal )
 10.193.65.0 - 10.193.65.255 ( Canada, Quebec, Cowansville )
 10.193.72.0 - 10.193.72.255 ( Canada, Quebec, Gatineau )
 10.193.76.0 - 10.193.76.255 ( Canada, Ontario, Nepean )
 10.193.81.0 - 10.193.81.255 ( Canada, Quebec, Pointe-Claire )
 10.193.88.0 - 10.193.88.255 ( Canada, Ontario, Ottawa )
 10.193.93.0 - 10.193.93.255 ( Canada, New Brunswick, Fredericton )
 10.193.113.0 - 10.193.113.255 ( Canada, Ontario, Cornwall )
 10.193.121.0 - 10.193.121.255 ( Canada, Newfoundland, St John's )
 10.193.129.0 - 10.193.129.255 ( Canada, Quebec, Trois-Rivieres )
 10.193.133.0 - 10.193.133.255 ( Canada, Quebec, Montreal )
 10.193.141.0 - 10.193.141.255 ( Canada, New Brunswick, Saint John )
 10.193.157.0 - 10.193.157.255 ( Canada, Ontario, Ottawa )
 10.195.9.0 - 10.195.9.255 ( Canada, Quebec, Chicoutimi )
 10.195.42.0 - 10.195.42.255 ( Canada, Ontario, Ottawa )
 10.195.43.0 - 10.195.43.255 ( Canada, Quebec, Montreal )
 10.195.44.0 - 10.195.44.255 ( Canada, Nova Scotia, Halifax )
 10.195.45.0 - 10.195.45.255 ( Canada, Quebec, Laval )
 10.195.46.0 - 10.195.46.255 ( Canada, Quebec, Vaudreuil-Dorion )
 10.195.49.0 - 10.195.49.255 ( Canada, Newfoundland, St John's )
 10.195.50.0 - 10.195.50.255 ( Canada, Quebec, Mascouche )
 10.195.51.0 - 10.195.51.255 ( Canada, New Brunswick, Moncton )
 10.195.52.0 - 10.195.52.255 ( Canada, Ontario, Ottawa )
 10.195.53.0 - 10.195.53.255 ( Canada, Ontario, Ottawa )
 10.195.55.0 - 10.195.55.255 ( Canada, Newfoundland, Conception Bay South )
 10.195.56.0 - 10.195.56.255 ( Canada, Ontario, Ottawa )
 10.195.57.0 - 10.195.57.255 ( Canada, Quebec, Rawdon )
 10.195.68.0 - 10.195.68.255 ( Canada, Quebec, Laval )
 10.196.43.0 - 10.196.43.255 ( Canada, Alberta, Calgary )
 10.196.94.0 - 10.196.94.255 ( Canada, Ontario, Toronto )
 10.197.0.0 - 10.197.0.255 ( Canada, Ontario, Toronto )
 10.197.1.0 - 10.197.1.255 ( Canada, Quebec, Montreal )
 10.197.65.0 - 10.197.65.255 ( Canada, Quebec, Quebec )
 10.199.0.0 - 10.199.0.255 ( Canada, Quebec, Cote Saint-Luc )
 10.199.1.0 - 10.199.1.255 ( Canada, Nova Scotia, Bridgewater )
 10.199.2.0 - 10.199.2.255 ( Canada, Nova Scotia, Coldbrook )
 10.199.4.0 - 10.199.4.255 ( Canada, Nova Scotia, Stellarton )
 10.199.5.0 - 10.199.5.255 ( Canada, New Brunswick, Moncton )
 10.199.7.0 - 10.199.7.255 ( United States, Arizona, Phoenix )
 10.199.13.0 - 10.199.13.255 ( Canada, British Columbia, Victoria )
 10.199.35.0 - 10.199.35.255 ( Canada, Quebec, Montreal )
 10.199.36.0 - 10.199.36.255 ( Canada, Quebec, Montreal )
 10.199.37.0 - 10.199.37.255 ( Canada, Nova Scotia, Kentville )
 10.199.38.0 - 10.199.38.255 ( Canada, Nova Scotia, Bedford )
 10.199.41.0 - 10.199.41.255 ( Canada, Nova Scotia, Halifax )
 10.199.42.0 - 10.199.42.255 ( Canada, Nova Scotia, Halifax )
 10.199.43.0 - 10.199.43.255 ( Canada, Nova Scotia, Halifax )
 10.199.44.0 - 10.199.44.255 ( Canada, Nova Scotia, Halifax )
 10.199.45.0 - 10.199.45.255 ( Canada, Nova Scotia, Dartmouth )
 10.199.46.0 - 10.199.46.255 ( Canada, Quebec, Beloeil )
 10.199.47.0 - 10.199.47.255 ( Canada, Quebec, St-Laurent )
 10.199.48.0 - 10.199.48.255 ( Canada, Quebec, Beaconsfield )
 10.199.50.0 - 10.199.50.255 ( Canada, Nova Scotia, Halifax )
 10.199.70.0 - 10.199.70.255 ( Canada, Newfoundland, St John's )
 10.199.74.0 - 10.199.74.255 ( Canada, Quebec, Quebec )
 10.200.0.0 - 10.200.0.255 ( Canada, Nova Scotia, Bedford )
 10.200.1.0 - 10.200.1.255 ( Canada, Nova Scotia, Bedford )
 10.200.2.0 - 10.200.2.255 ( Canada, Nova Scotia, Bedford )
 10.200.3.0 - 10.200.3.255 ( Canada, Nova Scotia, Bedford )
 10.200.14.0 - 10.200.14.255 ( Canada, Ontario, Ottawa )
 10.200.15.0 - 10.200.15.255 ( Canada, Ontario, Ottawa )
 10.200.16.0 - 10.200.16.255 ( Canada, Ontario, Ottawa )
 10.200.17.0 - 10.200.17.255 ( Canada, Ontario, Ottawa )
 10.200.20.0 - 10.200.20.255 ( Canada, Ontario, Burlington )
 10.200.21.0 - 10.200.21.255 ( Canada, Ontario, Burlington )
 10.200.47.0 - 10.200.47.255 ( Canada, Ontario, Toronto )
 10.200.50.0 - 10.200.50.255 ( Canada, Nova Scotia, Halifax )
 10.200.51.0 - 10.200.51.255 ( Canada, Nova Scotia, Halifax )
 10.200.52.0 - 10.200.52.255 ( Canada, Nova Scotia, Halifax )
 10.200.53.0 - 10.200.53.255 ( Canada, Nova Scotia, Halifax )
 10.200.54.0 - 10.200.54.255 ( Canada, Nova Scotia, Halifax )
 10.200.55.0 - 10.200.55.255 ( Canada, Nova Scotia, Halifax )
 10.200.57.0 - 10.200.57.255 ( Canada, Nova Scotia, Halifax )
 10.200.58.0 - 10.200.58.255 ( Canada, Nova Scotia, Halifax )
 10.200.59.0 - 10.200.59.255 ( Canada, Nova Scotia, Halifax )
 10.200.60.0 - 10.200.60.255 ( Canada, Nova Scotia, Halifax )
 10.200.84.0 - 10.200.84.255 ( Canada, Ontario, Richmond Hill )
 10.200.85.0 - 10.200.85.255 ( Canada, Ontario, Richmond Hill )
 10.201.0.0 - 10.201.0.255 ( Canada, Manitoba, Winnipeg )
 10.201.1.0 - 10.201.1.255 ( Canada, Manitoba, Winnipeg )
 10.201.2.0 - 10.201.2.255 ( Canada, Manitoba, Winnipeg )
 10.201.6.0 - 10.201.6.255 ( Canada, Manitoba, Winnipeg )
 10.201.9.0 - 10.201.9.255 ( Canada, Saskatchewan, Regina )
 10.201.10.0 - 10.201.10.255 ( Canada, Saskatchewan, Regina )
 10.201.11.0 - 10.201.11.255 ( Canada, Saskatchewan, Regina )
 10.201.12.0 - 10.201.12.255 ( Canada, Saskatchewan, Regina )
 10.201.13.0 - 10.201.13.255 ( Canada, Saskatchewan, Regina )
 10.201.14.0 - 10.201.14.255 ( Canada, Ontario, Mississauga )
 10.201.15.0 - 10.201.15.255 ( Canada, Ontario, Mississauga )
 10.201.19.0 - 10.201.19.255 ( Canada, Manitoba, Winnipeg )
 10.201.20.0 - 10.201.20.255 ( Canada, Manitoba, Winnipeg )
 10.201.21.0 - 10.201.21.255 ( Canada, Manitoba, Winnipeg )
 10.201.22.0 - 10.201.22.255 ( Canada, Manitoba, Winnipeg )
 10.201.23.0 - 10.201.23.255 ( Canada, Manitoba, Winnipeg )
 10.201.25.0 - 10.201.25.255 ( Canada, Ontario, Toronto )
 10.201.27.0 - 10.201.27.255 ( Canada, Manitoba, Winnipeg )
 10.201.82.0 - 10.201.82.255 ( Canada, Alberta, Edmonton )
 10.201.84.0 - 10.201.84.255 ( Canada, Alberta, Edmonton )
 10.201.85.0 - 10.201.85.255 ( Canada, Alberta, Edmonton )
 10.201.86.0 - 10.201.86.255 ( Canada, Alberta, Edmonton )
 10.201.87.0 - 10.201.87.255 ( Canada, Alberta, Edmonton )
 10.203.0.0 - 10.203.0.255 ( Canada, Nova Scotia, New Glasgow )
 10.203.1.0 - 10.203.1.255 ( Canada, New Brunswick, Edmundston )
 10.203.2.0 - 10.203.2.255 ( Canada, Ontario, Kemptville )
 10.203.3.0 - 10.203.3.255 ( Canada, Quebec, Blainville )
 10.203.4.0 - 10.203.4.255 ( Canada, Quebec, Montreal )
 10.203.35.0 - 10.203.35.255 ( Canada, Quebec, Anjou )
 10.203.36.0 - 10.203.36.255 ( Canada, Quebec, Montreal-Nord )
 10.203.37.0 - 10.203.37.255 ( Canada, New Brunswick, Saint John )
 10.203.38.0 - 10.203.38.255 ( Canada, New Brunswick, Sussex )
 10.203.39.0 - 10.203.39.255 ( Canada, Quebec, Verdun )
 10.203.40.0 - 10.203.40.255 ( Canada, Quebec, Sherbrooke )
 10.203.41.0 - 10.203.41.255 ( Canada, Newfoundland, Gander )
 10.203.42.0 - 10.203.42.255 ( Canada, Newfoundland, Corner Brook )
 10.203.43.0 - 10.203.43.255 ( Canada, Quebec, Quebec )
 10.203.44.0 - 10.203.44.255 ( Canada, Quebec, Quebec )
 10.203.45.0 - 10.203.45.255 ( Canada, Quebec, St-Jean-Sur-Richelieu )
 10.203.46.0 - 10.203.46.255 ( Canada, Nova Scotia, Windsor )
 10.203.47.0 - 10.203.47.255 ( Canada, Ontario, Cornwall )
 10.203.48.0 - 10.203.48.255 ( Canada, Ontario, Nepean )
 10.203.49.0 - 10.203.49.255 ( Canada, Quebec, Brossard )
 10.203.50.0 - 10.203.50.255 ( Canada, Quebec, Chateauguay )
 10.203.51.0 - 10.203.51.255 ( Canada, Quebec, Rosemere )
 10.203.53.0 - 10.203.53.255 ( Canada, Quebec, Levis )
 10.203.54.0 - 10.203.54.255 ( Canada, Quebec, Laval )
 10.203.70.0 - 10.203.70.255 ( Canada, New Brunswick, Moncton )
 10.203.73.0 - 10.203.73.255 ( Canada, Quebec, Chicoutimi )
 10.203.74.0 - 10.203.74.255 ( Canada, Quebec, Laval )
 10.203.75.0 - 10.203.75.255 ( Canada, Quebec, Laval )
 10.203.76.0 - 10.203.76.255 ( Canada, Quebec, Longueuil )
 10.203.162.0 - 10.203.162.255 ( Canada, Ontario, Toronto )
 10.207.0.0 - 10.207.0.255 ( Canada, Quebec, Montreal West )
 10.207.2.0 - 10.207.2.255 ( Canada, Quebec, Mont-Royal )
 10.207.4.0 - 10.207.4.255 ( Canada, Quebec, Dollard-Des-Ormeaux )
 10.207.5.0 - 10.207.5.255 ( Canada, Quebec, Pointe Claire )
 10.207.7.0 - 10.207.7.255 ( Canada, Quebec, St-Laurent )
 10.207.8.0 - 10.207.8.255 ( Canada, Quebec, Quebec )
 10.207.35.0 - 10.207.35.255 ( Canada, Prince Edward Island, Charlottetown )
 10.207.36.0 - 10.207.36.255 ( Canada, New Brunswick, Fredericton )
 10.207.37.0 - 10.207.37.255 ( Canada, Quebec, Montreal )
 10.207.39.0 - 10.207.39.255 ( Canada, Quebec, Montreal )
 10.207.40.0 - 10.207.40.255 ( Canada, Quebec, Montreal )
 10.207.41.0 - 10.207.41.255 ( Canada, Quebec, Montreal )
 10.207.42.0 - 10.207.42.255 ( Canada, Quebec, Drummondville )
 10.207.43.0 - 10.207.43.255 ( Canada, Quebec, Rimouski )
 10.207.44.0 - 10.207.44.255 ( Canada, Quebec, Alma )
 10.207.45.0 - 10.207.45.255 ( Canada, Quebec, Laval )
 10.207.47.0 - 10.207.47.255 ( Canada, Quebec, St-Eustache )
 10.207.48.0 - 10.207.48.255 ( Canada, Quebec, Montreal )
 10.207.49.0 - 10.207.49.255 ( Canada, Quebec, Montreal )
 10.207.50.0 - 10.207.50.255 ( Canada, Quebec, Gatineau )
 10.207.52.0 - 10.207.52.255 ( Canada, Quebec, LaSalle )
 10.208.4.1 - 10.208.4.255 ( Canada, Ontario, SCC )
 10.208.5.1 - 10.208.5.255 ( Canada, Ontario, SCC )
 10.208.6.1 - 10.208.6.255 ( Canada, Ontario, SCC )
 10.208.7.1 - 10.208.7.255 ( Canada, Ontario, SCC )
 10.208.10.1 - 10.208.10.255 ( Canada, Ontario, SCC )
 10.208.16.1 - 10.208.16.255 ( Canada, Ontario, SCC )
 10.208.17.1 - 10.208.17.255 ( Canada, Ontario, SCC )
 10.208.18.1 - 10.208.18.255 ( Canada, Ontario, SCC )
 10.208.24.1 - 10.208.24.255 ( Canada, Ontario, SCC )
 10.208.25.1 - 10.208.25.255 ( Canada, Ontario, SCC )
 10.208.26.1 - 10.208.26.255 ( Canada, Ontario, SCC )
 10.208.27.1 - 10.208.27.255 ( Canada, Ontario, SCC )
 10.208.28.1 - 10.208.28.255 ( Canada, Ontario, SCC )
 10.208.30.1 - 10.208.30.255 ( Canada, Ontario, SCC )
 10.208.31.1 - 10.208.31.255 ( Canada, Ontario, SCC )
 10.208.32.1 - 10.208.32.255 ( Canada, Ontario, SCC )
 10.208.35.1 - 10.208.35.255 ( Canada, Ontario, SCC )
 10.208.36.1 - 10.208.36.255 ( Canada, Ontario, SCC )
 10.208.37.1 - 10.208.37.255 ( Canada, Ontario, SCC )
 10.208.38.1 - 10.208.38.255 ( Canada, Ontario, SCC )
 10.208.40.1 - 10.208.40.255 ( Canada, Ontario, SCC )
 10.208.42.1 - 10.208.42.255 ( Canada, Ontario, SCC )
 10.208.55.1 - 10.208.55.255 ( Canada, Ontario, SCC )
 10.208.56.1 - 10.208.56.255 ( Canada, Ontario, SCC )
 10.208.57.1 - 10.208.57.255 ( Canada, Ontario, SCC )
 10.208.62.1 - 10.208.62.255 ( Canada, Ontario, SCC )
 10.208.68.1 - 10.208.68.255 ( Canada, Ontario, SCC )
 10.208.70.1 - 10.208.70.255 ( Canada, Ontario, SCC )
 10.208.71.1 - 10.208.71.255 ( Canada, Ontario, SCC )
 10.208.72.1 - 10.208.72.255 ( Canada, Ontario, SCC )
 10.208.74.1 - 10.208.74.255 ( Canada, Ontario, SCC )
 10.208.78.1 - 10.208.78.255 ( Canada, Ontario, SCC )
 10.208.80.1 - 10.208.80.255 ( Canada, Ontario, SCC )
 10.208.81.1 - 10.208.81.255 ( Canada, Ontario, SCC )
 10.208.82.1 - 10.208.82.255 ( Canada, Ontario, SCC )
 10.208.88.1 - 10.208.88.255 ( Canada, Ontario, SCC )
 10.208.93.1 - 10.208.93.255 ( Canada, Ontario, SCC )
 10.208.94.1 - 10.208.94.255 ( Canada, Ontario, SCC )
 10.208.95.1 - 10.208.95.255 ( Canada, Ontario, SCC )
 10.208.96.1 - 10.208.96.255 ( Canada, Ontario, SCC )
 10.208.97.1 - 10.208.97.255 ( Canada, Ontario, SCC )
